"Gene","x","afr_y","amr_y","asj_y","eas_y","fin_y","nfe_y","sas_y","mutability","rvis_afr","rvis_eas","rvis_asj","rvis_nfe","rvis_sas","rvis_amr","rvis_fin"
"N6AMT1",182,6,4,5,4,3,5,3,8.4634725e-06,0.277054633054823,0.311062414527615,0.508035479587231,0.493039776798446,0.144119150163237,0.229425314969855,0.292062419139555
"N6AMT2",181,0,1,4,0,1,1,2,1.01866975e-05,-0.228693170092888,-0.273547578254775,0.32457800715308,-0.0918001870077492,-0.0255195713044908,-0.154602199420491,-0.0800788702820688
"NAA10",83,0,0,1,0,0,0,0,1.34591325e-05,-0.302869086995746,-0.357300078905213,-0.180182422448695,-0.300304261264546,-0.360101659154382,-0.349229074009575,-0.321553739579618
"NAA11",203,2,2,1,2,1,0,1,1.3454725e-05,-0.147207032707008,-0.0869345574064196,-0.18007648471757,-0.300207638991462,-0.236834733138973,-0.12146800817666,-0.155183546781428
"NAA15",347,2,2,0,1,3,0,2,3.22034e-05,-0.572184241437338,-0.701907241641046,-0.77275883618345,-0.711226952466411,-0.619508144489563,-0.58439928068692,-0.253522595517167
"NAA16",680,5,5,1,3,1,4,4,3.3645725e-05,-0.371532922618633,-0.468564909173993,-0.665388750771287,-0.195783146736876,-0.41212319892995,-0.27853272902616,-0.619209755153203
"NAA20",125,1,0,1,0,3,0,0,8.5955375e-06,-0.114845195854178,-0.232824476410656,-0.0632817939771351,-0.193683285542395,-0.228887478322858,-0.229140788235699,0.289027261266503
"NAA25",452,6,7,7,4,4,4,6,4.2206375e-05,-0.487799579440862,-0.552539016424151,-0.0189425318737399,-0.383454677223773,-0.396787488510188,-0.262256574725288,-0.317141514121302
"NAA30",252,5,1,0,1,1,0,2,1.58678025e-05,0.0314380732801672,-0.283819196587153,-0.380111655742757,-0.35310772226986,-0.178789198878505,-0.294875734706729,-0.210639924887702
"NAA35",321,4,4,2,2,1,1,2,3.21223e-05,-0.414782350007938,-0.564702327998097,-0.486733847614835,-0.57268114875647,-0.61732009329909,-0.354742966548639,-0.584197825276182
"NAA38",58,0,0,0,0,0,0,0,4.41788e-06,-0.0979314896536299,-0.125903932334985,-0.104903064814584,-0.102099172197623,-0.116178712543746,-0.125988790429175,-0.113770670030829
"NAA40",173,1,2,1,0,0,1,0,1.3937575e-05,-0.235932701227306,-0.369545020463653,-0.191682162880561,-0.17402797244752,-0.373009490927697,-0.133390174883439,-0.332549121119965
"NAA50",78,0,0,0,0,0,0,0,6.921765e-06,-0.154687141084674,-0.189986986447168,-0.165086302916564,-0.156990314720384,-0.183730950908233,-0.187813159547894,-0.171314329656137
"NAA60",184,1,3,1,3,0,1,2,1.3280055e-05,-0.221028777520761,0.0526616407150835,-0.175878153569514,-0.159613656910566,-0.108974889492262,-0.00332954163722896,-0.317438249705979
"NAA60",184,1,3,1,3,0,1,2,1.3280055e-05,-0.221028777520761,0.0526616407150835,-0.175878153569514,-0.159613656910566,-0.108974889492262,-0.00332954163722896,-0.317438249705979
"NAAA",280,10,8,6,3,3,4,5,1.83909e-05,0.363150863662168,-0.0781419454467957,0.41144956449402,0.138637037544171,0.122581286852202,0.439605518938901,0.0639108760964492
"NAALAD2",549,10,10,6,10,3,6,11,2.9361625e-05,0.114477001449519,0.586961694826722,0.147757299267416,0.171660945009473,0.565487669872225,0.39637338405736,-0.18821383076039
"NAALADL1",683,13,6,7,9,6,8,11,4.4475925e-05,0.00522442753757153,0.065008326422789,-0.0734932673311296,0.113849644828075,0.157719809537105,-0.432122677661163,-0.0367628876681783
"NAALADL2",718,18,17,12,13,10,12,13,3.2364675e-05,0.668657465909914,0.915493847952025,0.927797562093531,0.926428641115058,0.730767733475921,1.11903406788073,0.906660902073017
"NAB1",304,1,2,0,1,0,1,1,2.05542e-05,-0.385911063567474,-0.403759768890191,-0.492753469132579,-0.319079194453594,-0.42837038968172,-0.296762702482106,-0.484610331812762
"NAB2",335,4,2,1,2,1,1,3,3.026115e-05,-0.372595330358932,-0.517068233095541,-0.584035069692959,-0.53187948952067,-0.443958241274414,-0.536441492168474,-0.541424459115159
"NABP1",143,0,2,0,2,0,0,1,8.322725e-06,-0.186442651014156,0.0444109597214229,-0.198759595936964,-0.187702608835818,-0.0983792630285068,0.00524794404080869,-0.203510746688465
"NABP2",128,2,2,2,2,2,2,2,1.16062075e-05,-0.10530684875149,-0.0396247831517002,0.00638859574086667,0.0138453864971647,-0.0638164083190754,-0.0758257552270256,0.053566858843586
"NACA",671,26,12,10,18,8,10,11,3.4729575e-05,1.23733754178292,1.53066801713909,0.586873618113294,0.601043285010778,0.420664963806238,0.491484180228207,0.519762069511834
"NACA2",197,8,4,4,6,6,5,9,9.8933925e-06,0.400205276752266,0.544721211041347,0.331628035781104,0.461691129361347,0.844442209784982,0.194118086662266,0.758016688865327
"NACAD",923,47,40,31,39,21,31,42,6.7318575e-05,2.13232899633937,3.53544734343766,2.78695332400827,2.75931428142764,3.36012847917404,2.87466254577947,1.93255669353353
"NACC1",318,1,3,2,1,0,1,4,4.155362e-05,-0.861920281432192,-0.941226669244058,-0.713432313898212,-0.779447582914363,-0.625475402815543,-0.701449315410688,-0.967234334664789
"NACC2",246,6,6,3,3,1,2,7,2.14648025e-05,-0.0176481116388558,-0.156813098415709,-0.0885368321826684,-0.202277339492268,0.285944654818611,0.136054338864128,-0.339267990116054
"NADK",507,22,18,13,13,12,14,17,4.07812e-05,0.789010709160207,0.700079426432008,0.867533124165395,1.01545722417157,0.996305832232913,1.02504064505684,1.04578480163387
"NADK2",214,5,4,4,1,4,4,3,1.7219975e-05,0.000788463331299238,-0.318425758071826,0.155524734826337,0.164306530582835,-0.0921221178373074,0.0132141640939255,0.257088794199756
"NADSYN1",659,13,8,4,8,8,7,10,4.818265e-05,-0.0787962322125083,-0.164986082896222,-0.588698273178461,-0.104175368522903,-0.0654312392560445,-0.295995020259453,0.210587812968522
"NAE1",317,2,2,3,0,0,0,4,2.239105e-05,-0.349765679821238,-0.585899014926327,-0.110799873494041,-0.496112634666348,-0.108484519633885,-0.342116863198565,-0.526824539711165
"NAF1",414,8,8,7,4,4,5,3,1.8832875e-05,0.197570605519382,0.0456717527584838,0.542862236559659,0.265712042204666,-0.135636158102557,0.428692341108157,0.220021329954797
"NAGA",350,1,3,4,4,3,4,2,2.3703875e-05,-0.457304827705202,-0.0789930237176517,-0.000321169653645032,0.0221644676714557,-0.390197208522488,-0.260706414982334,-0.0581897926397978
"NAGK",369,2,1,3,8,2,4,5,2.108593e-05,-0.320182610594342,0.528512973809618,-0.0794303511910846,0.0795557097138085,0.0498725183301081,-0.423718022378963,-0.164292728429957
"NAGLU",529,8,3,6,5,3,3,3,3.8745625e-05,-0.253790325191823,-0.328836866606966,-0.0777942954260005,-0.444350847600001,-0.672866181847538,-0.632112678354848,-0.403875544252167
"NAGPA",610,12,4,6,5,2,4,8,2.9319565e-05,0.270991358557805,-0.0875916861184165,0.148768243344379,-0.100943869396938,0.197178803320452,-0.285539479609548,-0.353515270316675
"NAGS",384,5,5,4,5,2,3,2,2.1948705e-05,-0.106397036636329,0.10105254700781,0.0418656683163445,-0.0761218056677512,-0.342844640855784,0.010281126499636,-0.184120655616092
"NAIF1",233,3,2,1,2,1,3,1,2.30534275e-05,-0.286998799373046,-0.332596952483075,-0.410789109251422,-0.100339762278542,-0.495797116052964,-0.358471832496865,-0.375777270929072
"NAIP",179,6,3,2,3,2,4,4,9.6948825e-06,0.249141653630364,0.144418945523863,0.0523291598589465,0.329276679729471,0.234044608073436,0.0851934439263885,0.0974926504285387
"NALCN",995,4,4,3,2,3,5,4,9.3193175e-05,-1.7994337129851,-2.12820739338322,-1.81295531909285,-1.36466222788215,-2.019094182258,-1.86304718559298,-1.65548090419255
"NAMPT",206,1,0,0,1,1,0,1,1.83785e-05,-0.336594616838225,-0.348076265909206,-0.440458446189667,-0.408147951042852,-0.369672374950387,-0.470694720663485,-0.268339745458566
"NAMPTL",387,10,5,1,8,3,5,5,1.6802725e-05,0.399150672378441,0.63813859078963,-0.260548256766239,0.310218193677599,0.165428565312145,0.137341959091067,0.100409834036067
"NANOG",190,4,1,2,3,3,1,4,1.00985275e-05,0.0844297071264363,0.13408819125257,0.0426271411940698,-0.0898672950120762,0.223154534029196,-0.15242516864523,0.254485200461236
"NANOGNB",119,9,6,2,3,2,2,2,6.6225325e-06,0.552131893489903,0.223052089339444,0.126176569485681,0.123100138534512,0.0706382401616598,0.502537221999923,0.168101450537899
"NANOS1",127,7,7,8,4,3,9,6,6.249268e-06,0.405027627867376,0.367733195243672,0.987385152284791,1.08867377233891,0.573305903715275,0.625583473124559,0.342950192766148
"NANOS2",142,1,1,0,1,1,1,0,1.15802875e-05,-0.182500337969003,-0.174087542759704,-0.277057777256753,-0.122350896915193,-0.309412594743662,-0.189011703989188,-0.112105909564606
"NANOS3",176,4,5,2,1,1,2,2,1.32908925e-05,0.0120681479811508,-0.217867584938745,-0.034104309191047,-0.0230868842346705,-0.109267272485023,0.224054365614661,-0.151418411227731
"NANP",203,1,1,0,0,0,1,0,1.09825025e-05,-0.168950400912163,-0.29391487653199,-0.262689536305929,-0.109246076827364,-0.293285050115389,-0.174251639723222,-0.264636787477935
"NAP1L1",189,0,0,1,0,0,0,0,1.5865375e-05,-0.357411123650316,-0.418883907666819,-0.238018326704501,-0.353054505981026,-0.425019384386527,-0.408642280446981,-0.376853105416529
"NAP1L2",263,6,4,1,4,2,3,3,1.68256625e-05,0.087506884844688,0.0970430660880741,-0.261099577316566,0.0361868135409144,-0.0814840497033887,0.0229502406285453,-0.066385044859417
"NAP1L3",263,9,9,3,4,4,4,6,1.724571e-05,0.311328046967602,0.0862926242726802,0.0128723072686016,0.163742356762265,0.276624536248519,0.58171019185906,0.256497354400174
"NAP1L4",253,3,2,1,1,0,0,1,1.898935e-05,-0.194878865789157,-0.363709962501956,-0.313105505971157,-0.421539203803273,-0.386152423293968,-0.258124630624013,-0.44864731392869
"NAP1L5",188,2,4,1,2,2,2,3,1.06538425e-05,-0.0837196380353401,-0.0152505078294213,-0.112754988554774,0.0347235286498392,0.0850248403901742,0.17534131466692,0.075453945650549
"NAPA",244,2,2,2,0,2,0,1,1.82941725e-05,-0.25690215439885,-0.481045172300771,-0.154362102811754,-0.40629929698468,-0.367397314504776,-0.240959854359261,-0.100133747451931
"NAPB",138,0,3,1,1,1,1,3,1.09004275e-05,-0.244871215528957,-0.156687660095832,-0.118681868418673,-0.107446803535116,0.0783722104135959,0.0554267509126565,-0.0964815926505324
"NAPEPLD",304,7,3,3,2,4,3,3,1.7900975e-05,0.140913373237655,-0.200728698696238,-0.00287751826685755,0.0126134942386833,-0.110494656798786,-0.117425836397569,0.241438118704469
"NAPG",196,3,3,1,1,0,2,4,1.336935e-05,-0.0674910151275703,-0.219875571026121,-0.178024429346878,-0.0248068551481982,0.134910443213427,-0.00553435338027623,-0.319490392854244
"NAPRT1",552,17,4,4,4,3,3,8,3.0041975e-05,0.643524367270736,-0.241205753941202,-0.152662110397209,-0.253544452274335,0.177689065007713,-0.303376762450993,-0.203849390626164
"NAPSA",410,14,4,4,6,2,2,5,2.49036e-05,0.526651289170282,0.160552177897924,-0.0291574420064355,-0.277663515360494,-0.0531234154892214,-0.176503747043192,-0.252028865176871
"NARF",428,2,2,4,3,3,2,3,2.6828325e-05,-0.450345592804486,-0.294083294511228,-0.0754196107628618,-0.319857947339256,-0.351343860927731,-0.451679393497019,-0.129994541253751
"NARFL",488,11,7,2,9,6,6,8,3.1745e-05,0.138233759939751,0.390834927348692,-0.47766496242349,0.119412061697769,0.131743580598786,-0.00395112277647467,0.255814378778587
"NARG2",791,4,12,5,1,3,3,6,3.8866525e-05,-0.567657120667511,-0.872448869976478,-0.222734209129153,-0.447001323743347,-0.306680537309489,0.389337162391626,-0.406654088259022
"NARS",414,1,2,1,4,1,2,0,2.9088725e-05,-0.579364629941613,-0.216808897777255,-0.555854214565499,-0.369411338459712,-0.781776948233059,-0.507492286970179,-0.514479671597865
"NARS2",413,9,7,4,1,3,4,7,2.05108e-05,0.237317663198056,-0.402649014791385,0.0764268559291489,0.0921638760579623,0.311682759687911,0.273435396921621,0.0151921103672596
"NASP",555,10,4,2,3,4,4,5,3.06589e-05,0.0850718707162265,-0.392121003315712,-0.451559230533217,-0.130305090060813,-0.208394258299132,-0.318609498594402,-0.0517600021611584
"NAT1",313,6,8,6,2,7,7,4,1.32565925e-05,0.168407284999665,-0.0818636866807584,0.534860902214606,0.661493886009717,0.137952533466215,0.56638256109082,0.846994793682351
"NAT10",767,8,8,11,8,7,12,9,5.29406e-05,-0.575559226906274,-0.286760972840372,0.291191396236926,0.475348885852056,-0.316946552186084,-0.413479358093757,-0.0650280951713288
"NAT14",144,3,3,5,4,6,4,5,1.03364925e-05,0.00125472187705545,0.263124395584854,0.463013784358005,0.31521070447022,0.339882673789309,0.069351130717142,0.747832658282717
"NAT16",352,2,3,3,4,1,2,2,1.52953e-05,-0.188927121131328,0.136210316999743,0.0597520833024949,-0.0670280989301796,-0.163343780754146,-0.0530885345850863,-0.197482907315531
"NAT2",293,17,11,7,5,6,5,8,1.102143e-05,1.07469470728524,0.380721345836259,0.730626936157256,0.436960916832315,0.690853408481136,0.963069140694619,0.732090391653305
"NAT6",243,9,6,4,4,3,4,4,1.449138e-05,0.373761532196582,0.156785455778436,0.221109354400577,0.224124179236876,0.104639186169963,0.308238499688632,0.153528674892723
"NAT8L",149,1,0,1,2,0,1,1,1.6265045e-05,-0.288689166091122,-0.158859906857072,-0.247624702986475,-0.225051307526507,-0.312653809815013,-0.418510656805936,-0.386038180845589
"NAT9",190,2,2,3,3,1,3,2,1.15309e-05,-0.103599858378632,0.0974286277218004,0.150233191003041,0.15226087005084,-0.0617846961012077,-0.0739663147373776,-0.110970902899391
"NAV1",1146,17,9,10,8,9,8,12,9.8997675e-05,-0.919642457181002,-1.46579722852308,-0.958023366802298,-1.08157648811053,-1.19027689435421,-1.43713234251814,-0.791082658655073
"NAV2",2002,33,28,20,14,12,17,18,0.0001385481,-0.571693695516454,-1.66768215616307,-0.488327211435168,-0.717811016107744,-1.51882603774846,-0.250810335177372,-1.20155071094022
"NAV3",1670,9,15,7,14,7,7,10,0.000103966475,-1.65474977961928,-0.782063762355368,-1.50372760371534,-1.32735801908837,-1.57076619216141,-0.87674657002478,-1.23793427498014
"NBAS",2053,43,29,16,25,25,23,37,0.00010955995,0.863563920271357,0.561407461563106,-0.359604684693433,0.738664538442023,1.60405264992628,0.578968792922209,1.62700072884116
"NBEA",1387,10,13,6,8,11,7,9,0.000118422875,-1.90488515739806,-1.96331419955289,-1.99356729878953,-1.64449490619399,-2.08429131800553,-1.46160272231477,-0.905074062233658
"NBEAL1",1576,25,22,11,18,17,15,21,0.00010260805,-0.379145387882826,-0.206689525664933,-0.902770009427391,-0.203224484834489,-0.179176571794356,-0.0462769705696151,0.456283206364459
"NBEAL2",2168,29,15,19,19,10,13,29,0.000169546975,-1.58627144938949,-1.7858887689793,-1.37612544016771,-1.94547692312514,-1.00050402776876,-2.49768505358103,-2.2476090907646
"NBL1",137,2,0,0,2,0,0,1,1.12731825e-05,-0.0977581906994752,-0.0311015399636805,-0.269676263102609,-0.252383336329995,-0.177979299625436,-0.295255228936731,-0.271317083860016
"NBN",557,14,9,4,7,5,6,10,2.9236475e-05,0.428436789536412,0.184784846188342,-0.133301292733686,0.174404514047477,0.445715285666766,0.28563760621373,0.147196694911119
"NBPF1",727,63,48,45,45,48,45,44,3.4491825e-05,4.12238052038303,5.18868506761808,5.56826230138406,5.39707912370977,4.49328202252947,4.59759027512517,7.18559630666454
"NBPF10",1755,122,122,89,85,68,96,117,3.6653175e-05,8.67764699337331,10.565444587378,11.8040687548233,12.3697499737331,13.4860054556715,13.0221211784838,10.4815852167587
"NBPF11",97,16,15,10,11,9,12,14,2.4119425e-06,1.19208997292959,1.41191163659988,1.36373830865411,1.58317189985205,1.66214224052626,1.63106032706452,1.42883846801218
"NBPF12",738,70,60,37,49,25,40,48,1.3612915e-05,5.14184998481572,6.26635340448339,4.93248674885536,5.17050538054878,5.55128202416231,6.48362649254814,3.83308788989165
"NBPF14",843,63,42,37,37,31,29,52,1.9725525e-05,4.45757479496732,4.48431410024442,4.7852727069523,3.52961960601635,5.87977531443703,4.27875031914129,4.6914252013863
"NBPF15",434,39,25,20,16,11,14,26,6.8421275e-06,2.88121399922963,1.97428002745404,2.67803336531645,1.75961064048742,3.02098664542785,2.66030514695613,1.65959770877726
"NBPF16",172,40,39,28,22,18,31,36,8.728155e-07,3.0944780087869,2.93830315402924,3.9589464804657,4.2173346302798,4.41507891549796,4.40304155037038,2.96125306681248
"NBPF20",776,35,36,21,29,20,21,33,1.429047e-05,2.40097436921494,3.54123025307013,2.64099903615929,2.55395421736231,3.68262979267331,3.72931960976275,2.98539780140504
"NBPF24",107,13,12,9,10,8,11,9,1.3795275e-06,0.982128725901656,1.30319377301494,1.24650390332161,1.46902058955129,1.07416628415184,1.31501920943948,1.28627653292771
"NBPF3",505,32,26,18,10,13,17,20,2.6949525e-05,1.88049121357937,0.648696983364163,1.91031528123921,1.72907148230883,1.73901308636442,2.27743599919526,1.52998451423519
"NBPF4",122,9,8,2,2,3,3,6,7.1725025e-06,0.539664984877388,0.0738493124375747,0.112957368526309,0.247808818578364,0.548396622885112,0.716616272937328,0.321731971425579
"NBPF6",138,16,9,7,7,4,8,8,5.232835e-06,1.12813676188458,0.79914090855398,0.869774125674489,0.974182981525874,0.847036625029256,0.878346157307933,0.532582750401756
"NBPF8",192,21,17,11,16,11,14,15,2.342855e-06,1.58262436378455,2.08948267854456,1.50745834485798,1.8582827365791,1.78718429471839,1.8604754754899,1.76303403845826
"NBPF9",901,46,33,22,33,19,22,32,2.1760475e-05,3.0876336294307,3.89091182197372,2.6034531980102,2.52693347781991,3.35761945717152,3.20288775701703,2.64723402064938
"NBR1",591,12,9,6,4,5,8,9,3.82271e-05,0.0690854153198432,-0.450692746048388,-0.0653311074199204,0.250837875976239,0.0800113364804303,0.0636481640117559,-0.059422118036884
"NCALD",118,1,0,0,0,0,0,0,1.0330335e-05,-0.154167771703494,-0.277223740243777,-0.24701416459426,-0.231713994249477,-0.275690327235204,-0.271975141418347,-0.249648920903849
"NCAM1",623,10,10,12,8,8,14,17,5.33039e-05,-0.428228315681797,-0.296059367266857,0.424496358723479,0.740924064550519,0.658448443624962,-0.194794604443329,0.0928925797364359
"NCAM2",523,8,3,3,2,1,1,4,3.5477e-05,-0.179700146415964,-0.650563117840293,-0.425332658640679,-0.646226410548952,-0.461529724608679,-0.551403143429048,-0.661297121994532
"NCAN",1021,14,9,7,10,6,3,5,7.1981575e-05,-0.540495063339268,-0.503856416403215,-0.73466155001501,-1.17305881155383,-1.32335968197191,-0.76984340639415,-0.668929690571424
"NCAPD2",1092,18,10,13,13,9,9,15,7.121795e-05,-0.212042836777164,-0.0789113530278528,0.135950076075111,-0.335650696292894,-0.0711653025700521,-0.637150122404711,-0.152542942091996
"NCAPD3",1334,24,16,13,8,11,8,17,7.2931475e-05,0.215822533020893,-0.798445233616479,0.094762448266785,-0.509992173739498,0.128909884426006,0.00353068465435868,0.14062796034089
"NCAPG",631,12,7,7,7,5,5,5,3.769395e-05,0.081170252962653,-0.0316694472502731,0.0895172252113358,-0.147765907393975,-0.398193241004614,-0.150838095654917,-0.04716945057572
"NCAPG2",711,17,10,4,4,7,6,8,5.270745e-05,0.129765054128395,-0.821316394748464,-0.697463898813395,-0.340137912020791,-0.433806002455192,-0.180067102789872,-0.0596698311355103
"NCAPH",517,7,5,4,7,5,4,6,3.6201075e-05,-0.273893493118809,0.00653812679338697,-0.300701684271456,-0.251802554131809,-0.234769149606344,-0.341628154425308,-0.0128607620772676
"NCAPH2",557,8,6,5,7,4,3,5,3.492955e-05,-0.167291105099076,0.0390805879145404,-0.128105376879244,-0.36069208485058,-0.323611923434245,-0.196406664994421,-0.149906446928502
"NCBP1",360,2,4,3,0,2,4,4,3.5535675e-05,-0.647719284306374,-0.922328336887571,-0.426742987237112,-0.237215358731147,-0.463112740658046,-0.439024721296756,-0.49637391488507
"NCBP2",102,0,0,0,0,0,0,1,1.0019205e-05,-0.224896633500598,-0.269260887111615,-0.239535902269446,-0.224893320788034,-0.144148427769433,-0.264292949795493,-0.242498647219152
"NCCRP1",245,4,1,1,4,1,0,8,1.643399e-05,-0.0591762505422174,0.107067303200163,-0.251685426310196,-0.365519835106803,0.544821333894087,-0.308855603819206,-0.223651812550783
"NCDN",439,0,0,1,0,0,0,0,4.8163675e-05,-1.08955459705822,-1.24556223678617,-1.01436869791509,-1.06114481456998,-1.29645365361974,-1.20618078013676,-1.1191644532901
"NCEH1",349,5,3,5,2,4,4,4,2.107342e-05,-0.0865570885983714,-0.281921964613412,0.204937524550673,0.0798299574489991,-0.0729365320583354,-0.195757284955525,0.168529645175326
"NCF1",199,8,8,4,5,3,3,8,1.532907e-05,0.27699196911735,0.270472045031017,0.200974553202933,0.0689956249115543,0.574631970138149,0.515208293704023,0.134277028616614
"NCF2",368,9,12,8,3,6,8,12,2.4699625e-05,0.142369618333969,-0.239602768652216,0.543882700254959,0.547393319223442,0.814418496543161,0.739142519894263,0.417729614112979
"NCF4",344,5,3,3,5,4,4,4,2.18006e-05,-0.103039964014465,0.104843044881005,-0.0966079729204191,0.0638885203848163,-0.0925549279789518,-0.213712231238702,0.151817813032331
"NCK1",237,2,3,1,1,3,3,2,1.54218275e-05,-0.191795103078649,-0.272405227236821,-0.22735732100065,0.0669621607893749,-0.166757338455181,-0.05621265689925,0.132145294213336
"NCK2",300,0,1,0,2,1,1,1,3.36967125e-05,-0.761600444212415,-0.604997963616569,-0.808653778837419,-0.607196943026748,-0.782948856083293,-0.735101279508443,-0.62038157310772
"NCKAP1",481,1,0,0,3,1,0,0,4.649545e-05,-0.973948227222042,-0.797448509929233,-1.11631315463466,-1.02456825153752,-1.25143857130532,-1.16498323379839,-0.914538364762949
"NCKAP1L",705,5,2,2,5,3,5,5,5.3099675e-05,-0.812519047739537,-0.696222388278994,-0.990979944281467,-0.48550440235394,-0.813845661916521,-1.10040138751248,-0.733774213453137
"NCKAP5",1500,40,20,19,26,14,20,25,8.582655e-05,1.16815613471055,1.30401727268951,0.637081343671068,0.848608770602353,0.766265286574736,0.140448880210781,0.343105792271256
"NCKAP5L",1012,17,9,10,13,7,5,15,6.6767225e-05,-0.188935984538653,0.0350027110942181,-0.183188456449255,-0.785161630932634,0.0489153839298129,-0.641075046645469,-0.382802022506143
"NCKIPSD",599,7,3,8,6,5,5,8,4.1760875e-05,-0.399919267678397,-0.270881900243911,0.133799493597433,-0.236922974452355,-0.138472739464696,-0.706567019273892,-0.140634392503632
"NCL",616,12,7,10,11,9,8,9,3.3941175e-05,0.166233831907547,0.604882168937073,0.60582377212993,0.344795058298866,0.195640218286368,-0.0581772985793484,0.704153269780288
"NCLN",440,3,4,4,3,4,4,4,3.9215775e-05,-0.653356685554698,-0.611125407739638,-0.373163565866392,-0.317892470077948,-0.562400379595367,-0.529893499147722,-0.248411534090889
"NCMAP",102,2,2,0,0,1,1,2,5.6806925e-06,0.0290071353195943,-0.15822369287244,-0.135255988228184,0.00698236940732112,0.0960483505573007,0.0704838031569563,0.023477267262417
"NCOA1",901,3,8,2,3,3,4,7,6.4635e-05,-1.22961567118007,-1.26177753888345,-1.26829831781074,-0.875186590074695,-0.878783793867213,-0.702254322157183,-0.998914558982003
"NCOA2",913,14,4,5,5,5,7,5,6.55116e-05,-0.393824732947854,-1.01392998356229,-0.863218014419037,-0.484085088076629,-1.14876027384333,-1.17925206712061,-0.686497921894103
"NCOA3",1023,21,14,10,16,10,12,16,6.156285e-05,0.240167888420616,0.573595767538293,-0.0580914406843668,0.286328805799247,0.312477703863333,0.0565871762760007,0.235629298538306
"NCOA4",454,12,9,5,7,3,8,9,2.543275e-05,0.359093924443944,0.282134919659468,0.100157371395624,0.531321156256982,0.425188341744267,0.379556921775035,-0.0979220383322871
"NCOA5",441,5,1,3,1,1,1,2,3.5558375e-05,-0.41488748670701,-0.787776477179218,-0.427288610818448,-0.648010412575797,-0.710024991406849,-0.781070528459314,-0.663167335316167
"NCOA6",1575,14,20,14,15,7,10,13,9.1155975e-05,-0.975219212420498,-0.31897273479851,-0.201271875231573,-0.63603295140255,-0.855469970520333,0.00884675227527011,-0.943404762225805
"NCOA7",649,7,9,5,8,8,6,6,4.1798075e-05,-0.400762500328876,-0.00158226145791941,-0.293197325317905,-0.100974115717659,-0.385771762980006,-0.0245236817324794,0.357315705916176
"NCOR1",1438,12,12,12,10,7,10,13,0.00012023985,-1.79046940866729,-1.73947068492979,-1.18469880016195,-1.27390031849489,-1.64051626081018,-1.62037291141802,-1.61216985981279
"NCOR2",2154,35,30,27,33,20,23,25,0.00017590725,-1.26358723617251,-0.0557807477690636,-0.392122433341973,-0.716424041014773,-1.66524582874271,-0.946128964584716,-0.729988163531942
"NCR1",294,7,4,0,3,1,1,5,1.68882e-05,0.163869996260348,-0.0396829239532726,-0.404637771923046,-0.238712251889438,0.163122536526901,0.0214061099418982,-0.234090279363923
"NCR2",266,11,10,5,6,6,6,6,1.3990875e-05,0.54067082177132,0.439848679161552,0.375174722174481,0.508627989877858,0.364437703889026,0.775910342767984,0.663842912046966
"NCR3",161,5,6,3,4,6,6,4,1.11055325e-05,0.139384786523575,0.243441708065238,0.160457378258156,0.571884389773701,0.195986274442486,0.391841488541755,0.730157426011876
"NCR3LG1",276,15,13,6,6,5,6,13,1.74654425e-05,0.773041765617768,0.350920778718691,0.43369422601419,0.432454937158636,1.13276126734647,1.03160918945405,0.417716603942447
"NCS1",86,0,0,0,0,0,0,0,1.1849635e-05,-0.266386796524448,-0.316107679958647,-0.28353175928199,-0.265020469726788,-0.316679277291473,-0.309488562399002,-0.28456489266454
"NCSTN",451,3,2,4,2,1,1,0,3.5999675e-05,-0.580454466022601,-0.663940675114036,-0.295860820327778,-0.657685141661783,-0.968238340586083,-0.678137555584782,-0.673309592739729
"NDC1",435,8,6,1,2,2,2,5,2.6832125e-05,0.0162522116785965,-0.429306864122251,-0.501614032401121,-0.319941252273181,-0.10515255702164,0.00352863569844159,-0.296349565405287
"NDC80",343,4,4,6,2,4,4,4,2.5601325e-05,-0.266971019205162,-0.39780636164018,0.238139159437331,-0.0194318344652942,-0.195093705826246,-0.193731418428054,0.0644709760481305
"NDE1",359,2,1,4,5,1,2,3,2.2758525e-05,-0.358095220963947,0.0803265819741069,0.0224010251887922,-0.23063862166038,-0.241545317730371,-0.46501675594076,-0.368999907630019
"NDEL1",198,3,1,0,0,1,1,1,1.7568825e-05,-0.162680033102416,-0.462481015427909,-0.420997184795324,-0.253633067769859,-0.347828269261381,-0.336876096510588,-0.24973212337927
"NDFIP1",104,2,2,0,0,0,0,0,8.1056875e-06,-0.0259605648267033,-0.220287568466848,-0.193542914512178,-0.18294464689109,-0.215671876182862,0.0106069178899457,-0.198522863478313
"NDFIP2",233,5,4,3,5,1,3,1,1.3564435e-05,0.0836485250248489,0.315635718083095,0.101355049575642,0.107680678318485,-0.239794577632026,0.103474345682603,-0.157704859570845
"NDN",285,5,4,4,3,2,1,3,1.90037825e-05,-0.0396449105698558,-0.0938276063432582,0.112649291336549,-0.285090543822989,-0.140247028790372,-0.0308302492961283,-0.116441706353024
"NDNF",413,7,6,3,5,2,2,3,2.34625075e-05,0.0148505286782723,0.0623093635539991,-0.136553144251736,-0.246071498713023,-0.260537916393884,0.0867284972600827,-0.218910237287447
"NDNL2",304,6,8,5,1,0,7,4,1.15110425e-05,0.207974084324019,-0.172315332984617,0.43478139540573,0.69976295908842,0.185045936245843,0.609484662295366,-0.276783490777802
