"Gene","Diverse_LOF_SNV","Nfe_43k_LOF_SNV","Nfe_440k_LOF_SNV","All_LOF_SNV","afr_LOF_SNV","asj_LOF_SNV","eas_LOF_SNV","sas_LOF_SNV","nfe_20k_LOF_SNV","possible_lof","mu_mis","mu_syn","mu_lof","LOF_OE_Diverse43k","LOF_OE_NFE43k","LOF_OE_NFE440k","LOF_OE_FullDataset","LOF_OE_AFR","LOF_OE_ASJ","LOF_OE_EAS","LOF_OE_SAS","LOF_OE_NFE20k"
"NSUN5",18,9,32,35,5,0,0,4,14,224,1.8472e-05,8.0242e-06,1.3602e-06,0.0803571428571429,0.0401785714285714,0.142857142857143,0.15625,0.0223214285714286,0,0,0.0178571428571429,0.0625
"NSUN6",19,13,36,42,4,1,5,3,10,325,1.1207e-05,4.1158e-06,1.313e-06,0.0584615384615385,0.04,0.110769230769231,0.129230769230769,0.0123076923076923,0.00307692307692308,0.0153846153846154,0.00923076923076923,0.0307692307692308
"NSUN7",13,7,25,30,6,0,2,1,6,347,1.7919e-05,5.9816e-06,1.3149e-06,0.037463976945245,0.0201729106628242,0.0720461095100865,0.0864553314121038,0.0172910662824208,0,0.00576368876080692,0.00288184438040346,0.0172910662824208
"NT5C",10,5,17,20,5,1,0,1,5,93,5.4337e-06,2.2489e-06,4.0989e-07,0.10752688172043,0.0537634408602151,0.182795698924731,0.21505376344086,0.0537634408602151,0.010752688172043,0,0.010752688172043,0.0537634408602151
"NT5C1A",2,2,11,12,0,0,0,2,0,170,1.5843e-05,7.0123e-06,9.4869e-07,0.0117647058823529,0.0117647058823529,0.0647058823529412,0.0705882352941176,0,0,0,0.0117647058823529,0
"NT5C1B",13,7,27,36,2,0,2,8,3,331,2.4536e-05,1.0427e-05,1.2712e-06,0.0392749244712991,0.0211480362537764,0.081570996978852,0.108761329305136,0.00604229607250755,0,0.00604229607250755,0.0241691842900302,0.00906344410876133
"NT5C1B-RDH14",0,0,1,1,0,0,0,0,0,343,2.4274e-05,1.0254e-05,1.3161e-06,0,0,0.00291545189504373,0.00291545189504373,0,0,0,0,0
"NT5C2",2,12,44,45,1,0,0,0,1,408,1.7039e-05,5.1342e-06,1.6907e-06,0.00490196078431373,0.0294117647058824,0.107843137254902,0.110294117647059,0.00245098039215686,0,0,0,0.00245098039215686
"NT5C3A",7,4,20,23,2,1,0,1,3,227,8.7122e-06,3.5852e-06,7.7065e-07,0.0308370044052863,0.0176211453744493,0.0881057268722467,0.101321585903084,0.00881057268722467,0.00440528634361234,0,0.00440528634361234,0.013215859030837
"NT5C3B",10,4,12,19,4,0,0,5,1,183,9.1527e-06,3.652e-06,8.3999e-07,0.0546448087431694,0.0218579234972678,0.0655737704918033,0.103825136612022,0.0218579234972678,0,0,0.0273224043715847,0.00546448087431694
"NT5DC1",11,7,24,31,5,0,0,4,2,319,1.1172e-05,4.1816e-06,1.1073e-06,0.0344827586206897,0.0219435736677116,0.0752351097178683,0.0971786833855799,0.0156739811912226,0,0,0.0125391849529781,0.00626959247648903
"NT5DC2",10,4,29,35,3,0,0,4,4,331,2.2868e-05,9.2157e-06,1.3151e-06,0.0302114803625378,0.0120845921450151,0.0876132930513595,0.105740181268882,0.00906344410876133,0,0,0.0120845921450151,0.0120845921450151
"NT5DC3",6,7,26,28,0,0,0,2,4,371,1.6077e-05,6.3797e-06,1.5053e-06,0.0161725067385445,0.0188679245283019,0.0700808625336927,0.0754716981132075,0,0,0,0.00539083557951483,0.0107816711590297
"NT5E",11,7,22,26,3,1,2,3,3,288,1.6647e-05,6.8331e-06,1.1674e-06,0.0381944444444444,0.0243055555555556,0.0763888888888889,0.0902777777777778,0.0104166666666667,0.00347222222222222,0.00694444444444444,0.0104166666666667,0.0104166666666667
"NT5M",8,7,17,20,1,0,2,1,4,105,6.5705e-06,3.1518e-06,3.7982e-07,0.0761904761904762,0.0666666666666667,0.161904761904762,0.19047619047619,0.00952380952380952,0,0.019047619047619,0.00952380952380952,0.0380952380952381
"NTF3",0,0,5,5,0,0,0,0,0,114,1.2294e-05,5.5428e-06,9.9921e-07,0,0,0.043859649122807,0.043859649122807,0,0,0,0,0
"NTF4",5,2,6,8,1,0,1,3,3,45,9.6401e-06,3.3962e-06,2.2296e-07,0.111111111111111,0.0444444444444444,0.133333333333333,0.177777777777778,0.0222222222222222,0,0.0222222222222222,0.0666666666666667,0.0666666666666667
"NTHL1",12,6,20,24,2,2,1,3,6,146,1.254e-05,6.1479e-06,6.6759e-07,0.0821917808219178,0.0410958904109589,0.136986301369863,0.164383561643836,0.0136986301369863,0.0136986301369863,0.00684931506849315,0.0205479452054795,0.0410958904109589
"NTM",5,5,16,16,1,0,0,0,4,198,1.1788e-05,5.7771e-06,6.8479e-07,0.0252525252525253,0.0252525252525253,0.0808080808080808,0.0808080808080808,0.00505050505050505,0,0,0,0.0202020202020202
"NTMT1",5,4,14,16,0,0,1,2,3,85,9.5422e-06,5.2507e-06,3.0417e-07,0.0588235294117647,0.0470588235294118,0.164705882352941,0.188235294117647,0,0,0.0117647058823529,0.0235294117647059,0.0352941176470588
"NTN1",0,0,6,6,0,0,0,0,0,249,2.0374e-05,9.06e-06,9.1418e-07,0,0,0.0240963855421687,0.0240963855421687,0,0,0,0,0
"NTN3",10,4,18,23,1,0,3,3,4,185,2.0568e-05,8.7012e-06,7.7281e-07,0.0540540540540541,0.0216216216216216,0.0972972972972973,0.124324324324324,0.00540540540540541,0,0.0162162162162162,0.0162162162162162,0.0216216216216216
"NTN4",6,3,21,23,2,0,1,1,3,379,2.0574e-05,7.9157e-06,2.0544e-06,0.0158311345646438,0.0079155672823219,0.0554089709762533,0.0606860158311346,0.00527704485488127,0,0.00263852242744063,0.00263852242744063,0.0079155672823219
"NTN5",14,12,31,36,3,1,0,6,6,181,1.6324e-05,6.911e-06,8.9769e-07,0.0773480662983425,0.0662983425414365,0.171270718232044,0.198895027624309,0.0165745856353591,0.00552486187845304,0,0.0331491712707182,0.0331491712707182
"NTNG1",2,1,16,17,0,0,0,1,1,297,1.7653e-05,8.6075e-06,1.4319e-06,0.00673400673400673,0.00336700336700337,0.0538720538720539,0.0572390572390572,0,0,0,0.00336700336700337,0.00336700336700337
"NTNG2",0,3,10,10,0,0,0,0,0,252,2.3302e-05,1.1354e-05,1.099e-06,0,0.0119047619047619,0.0396825396825397,0.0396825396825397,0,0,0,0,0
"NTPCR",8,1,10,14,1,0,1,6,1,99,6.701e-06,3.091e-06,4.3091e-07,0.0808080808080808,0.0101010101010101,0.101010101010101,0.141414141414141,0.0101010101010101,0,0.0101010101010101,0.0606060606060606,0.0101010101010101
"NTRK1",5,6,34,37,1,1,1,2,1,394,3.1618e-05,1.4479e-05,1.7611e-06,0.0126903553299492,0.0152284263959391,0.0862944162436548,0.0939086294416244,0.00253807106598985,0.00253807106598985,0.00253807106598985,0.0050761421319797,0.00253807106598985
"NTRK2",0,1,8,8,0,0,0,0,0,480,2.7595e-05,1.3311e-05,2.2925e-06,0,0.00208333333333333,0.0166666666666667,0.0166666666666667,0,0,0,0,0
"NTRK3",5,2,28,31,1,0,1,1,2,469,2.9313e-05,1.1918e-05,2.0212e-06,0.0106609808102345,0.00426439232409382,0.0597014925373134,0.0660980810234542,0.00213219616204691,0,0.00213219616204691,0.00213219616204691,0.00426439232409382
"NTS",7,2,10,13,3,0,0,3,3,108,3.7666e-06,1.2123e-06,3.2298e-07,0.0648148148148148,0.0185185185185185,0.0925925925925926,0.12037037037037,0.0277777777777778,0,0,0.0277777777777778,0.0277777777777778
"NTSR1",4,6,15,18,0,0,1,3,0,133,1.9712e-05,1.0802e-05,9.2399e-07,0.0300751879699248,0.0451127819548872,0.112781954887218,0.135338345864662,0,0,0.0075187969924812,0.0225563909774436,0
"NTSR2",10,6,15,18,4,0,0,1,7,105,1.4395e-05,7.5132e-06,4.8712e-07,0.0952380952380952,0.0571428571428571,0.142857142857143,0.171428571428571,0.0380952380952381,0,0,0.00952380952380952,0.0666666666666667
"NUAK1",1,4,17,17,0,0,0,0,1,284,2.4477e-05,8.9014e-06,1.5618e-06,0.00352112676056338,0.0140845070422535,0.0598591549295775,0.0598591549295775,0,0,0,0,0.00352112676056338
"NUAK2",8,8,22,24,6,0,1,0,4,259,2.3502e-05,9.2576e-06,1.3322e-06,0.0308880308880309,0.0308880308880309,0.0849420849420849,0.0926640926640927,0.0231660231660232,0,0.00386100386100386,0,0.0154440154440154
"NUB1",5,5,22,25,1,1,0,1,2,455,1.8633e-05,8.7063e-06,1.655e-06,0.010989010989011,0.010989010989011,0.0483516483516484,0.0549450549450549,0.0021978021978022,0.0021978021978022,0,0.0021978021978022,0.0043956043956044
"NUBP1",6,6,21,25,3,0,0,3,1,212,1.0146e-05,4.6563e-06,7.296e-07,0.0283018867924528,0.0283018867924528,0.0990566037735849,0.117924528301887,0.0141509433962264,0,0,0.0141509433962264,0.00471698113207547
"NUBP2",14,4,27,32,5,1,0,4,4,125,1.1972e-05,6.9139e-06,4.1769e-07,0.112,0.032,0.216,0.256,0.04,0.008,0,0.032,0.032
"NUBPL",11,5,19,25,1,0,3,6,3,222,8.419e-06,3.4518e-06,9.8546e-07,0.0495495495495495,0.0225225225225225,0.0855855855855856,0.112612612612613,0.0045045045045045,0,0.0135135135135135,0.027027027027027,0.0135135135135135
"NUCB1",21,8,30,42,4,1,1,8,7,284,1.9245e-05,7.2667e-06,1.6154e-06,0.073943661971831,0.028169014084507,0.105633802816901,0.147887323943662,0.0140845070422535,0.00352112676056338,0.00352112676056338,0.028169014084507,0.0246478873239437
"NUCB1-AS1",0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NUCB2",9,2,19,26,2,0,1,6,2,326,9.0061e-06,2.9663e-06,1.0858e-06,0.0276073619631902,0.00613496932515337,0.058282208588957,0.0797546012269939,0.00613496932515337,0,0.00306748466257669,0.0184049079754601,0.00613496932515337
"NUDC",2,3,11,12,1,0,0,0,1,227,1.2176e-05,4.2866e-06,1.15e-06,0.00881057268722467,0.013215859030837,0.0484581497797357,0.052863436123348,0.00440528634361234,0,0,0,0.00440528634361234
"NUDCD1",14,8,25,32,2,1,1,5,5,370,1.5085e-05,4.6642e-06,1.6255e-06,0.0378378378378378,0.0216216216216216,0.0675675675675676,0.0864864864864865,0.00540540540540541,0.0027027027027027,0.0027027027027027,0.0135135135135135,0.0135135135135135
"NUDCD2",3,3,6,7,0,1,1,1,0,99,3.8788e-06,1.5036e-06,3.7339e-07,0.0303030303030303,0.0303030303030303,0.0606060606060606,0.0707070707070707,0,0.0101010101010101,0.0101010101010101,0.0101010101010101,0
"NUDCD3",1,5,12,12,0,1,0,0,1,198,1.0758e-05,4.552e-06,1.0466e-06,0.00505050505050505,0.0252525252525253,0.0606060606060606,0.0606060606060606,0,0.00505050505050505,0,0,0.00505050505050505
"NUDT1",7,2,11,13,0,0,2,1,5,81,6.8357e-06,3.1412e-06,5.5616e-07,0.0864197530864197,0.0246913580246914,0.135802469135802,0.160493827160494,0,0,0.0246913580246914,0.0123456790123457,0.0617283950617284
"NUDT10",1,1,4,4,0,0,0,0,1,81,4.2722e-06,2.0772e-06,3.1873e-07,0.0123456790123457,0.0123456790123457,0.0493827160493827,0.0493827160493827,0,0,0,0,0.0123456790123457
"NUDT11",0,1,1,1,0,0,0,0,0,81,4.2233e-06,2.0208e-06,3.1392e-07,0,0.0123456790123457,0.0123456790123457,0.0123456790123457,0,0,0,0,0
"NUDT12",11,4,25,33,2,0,3,5,2,254,1.0438e-05,3.5391e-06,9.5792e-07,0.0433070866141732,0.015748031496063,0.0984251968503937,0.12992125984252,0.0078740157480315,0,0.0118110236220472,0.0196850393700787,0.0078740157480315
"NUDT13",14,9,22,28,3,0,0,7,6,219,9.4366e-06,3.3029e-06,9.9288e-07,0.0639269406392694,0.0410958904109589,0.100456621004566,0.127853881278539,0.0136986301369863,0,0,0.0319634703196347,0.0273972602739726
"NUDT14",4,2,18,18,0,0,0,0,4,101,8.0852e-06,3.4068e-06,3.3155e-07,0.0396039603960396,0.0198019801980198,0.178217821782178,0.178217821782178,0,0,0,0,0.0396039603960396
"NUDT15",8,2,10,14,3,0,0,2,3,89,3.6981e-06,1.3687e-06,3.1362e-07,0.0898876404494382,0.0224719101123595,0.112359550561798,0.157303370786517,0.0337078651685393,0,0,0.0224719101123595,0.0337078651685393
"NUDT16",7,4,15,20,2,0,0,5,3,22,5.8617e-06,2.5625e-06,1.0725e-07,0.318181818181818,0.181818181818182,0.681818181818182,0.909090909090909,0.0909090909090909,0,0,0.227272727272727,0.136363636363636
"NUDT16L1",8,7,25,30,2,1,1,4,2,64,6.1474e-06,3.346e-06,3.5966e-07,0.125,0.109375,0.390625,0.46875,0.03125,0.015625,0.015625,0.0625,0.03125
"NUDT17",13,4,19,24,5,0,1,1,6,166,8.6726e-06,3.7258e-06,9.1072e-07,0.0783132530120482,0.0240963855421687,0.114457831325301,0.144578313253012,0.0301204819277108,0,0.00602409638554217,0.00602409638554217,0.036144578313253
"NUDT18",8,10,19,23,0,0,1,4,3,113,9.6666e-06,4.0835e-06,5.7668e-07,0.0707964601769911,0.0884955752212389,0.168141592920354,0.20353982300885,0,0,0.00884955752212389,0.0353982300884956,0.0265486725663717
"NUDT19",14,5,14,23,3,0,3,4,4,106,9.3312e-06,4.1644e-06,3.5301e-07,0.132075471698113,0.0471698113207547,0.132075471698113,0.216981132075472,0.0283018867924528,0,0.0283018867924528,0.0377358490566038,0.0377358490566038
"NUDT2",3,4,7,7,1,0,0,0,2,69,4.0678e-06,1.6404e-06,3.4714e-07,0.0434782608695652,0.0579710144927536,0.101449275362319,0.101449275362319,0.0144927536231884,0,0,0,0.0289855072463768
"NUDT21",0,0,4,4,0,0,0,0,0,159,6.0651e-06,2.1273e-06,5.4373e-07,0,0,0.0251572327044025,0.0251572327044025,0,0,0,0,0
"NUDT22",8,3,16,19,1,1,1,2,4,117,9.8521e-06,4.8594e-06,7.5409e-07,0.0683760683760684,0.0256410256410256,0.136752136752137,0.162393162393162,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.0170940170940171,0.0341880341880342
"NUDT3",0,0,2,2,0,0,0,0,0,124,5.29e-06,2.4132e-06,4.0383e-07,0,0,0.0161290322580645,0.0161290322580645,0,0,0,0,0
"NUDT4",3,3,7,8,0,1,0,1,2,117,4.1875e-06,1.5169e-06,4.9094e-07,0.0256410256410256,0.0256410256410256,0.0598290598290598,0.0683760683760684,0,0.00854700854700855,0,0.00854700854700855,0.0170940170940171
"NUDT5",6,7,12,13,2,0,1,1,3,177,7.3502e-06,3.4334e-06,7.1817e-07,0.0338983050847458,0.0395480225988701,0.0677966101694915,0.0734463276836158,0.0112994350282486,0,0.00564971751412429,0.00564971751412429,0.0169491525423729
"NUDT6",9,8,18,21,3,0,1,2,3,171,8.5239e-06,3.7999e-06,1.0676e-06,0.0526315789473684,0.0467836257309941,0.105263157894737,0.12280701754386,0.0175438596491228,0,0.00584795321637427,0.0116959064327485,0.0175438596491228
"NUDT7",7,1,14,18,2,0,2,1,2,82,7.54e-06,2.643e-06,2.459e-07,0.0853658536585366,0.0121951219512195,0.170731707317073,0.219512195121951,0.024390243902439,0,0.024390243902439,0.0121951219512195,0.024390243902439
"NUDT8",8,4,15,17,2,0,2,2,5,74,7.5318e-06,3.7078e-06,2.4569e-07,0.108108108108108,0.0540540540540541,0.202702702702703,0.22972972972973,0.027027027027027,0,0.027027027027027,0.027027027027027,0.0675675675675676
"NUDT9",10,8,19,23,6,0,1,1,3,211,9.575e-06,3.6304e-06,1.0616e-06,0.04739336492891,0.037914691943128,0.0900473933649289,0.109004739336493,0.028436018957346,0,0.004739336492891,0.004739336492891,0.014218009478673
"NUF2",10,7,20,24,4,0,1,1,5,372,1.1808e-05,4.3362e-06,1.3126e-06,0.0268817204301075,0.0188172043010753,0.0537634408602151,0.0645161290322581,0.010752688172043,0,0.00268817204301075,0.00268817204301075,0.0134408602150538
"NUFIP1",6,11,25,27,2,1,0,2,4,306,1.2593e-05,4.8698e-06,1.1487e-06,0.0196078431372549,0.0359477124183007,0.0816993464052288,0.0882352941176471,0.0065359477124183,0.00326797385620915,0,0.0065359477124183,0.0130718954248366
"NUFIP2",1,0,7,7,0,0,0,0,1,318,1.7229e-05,6.7108e-06,1.1978e-06,0.00314465408805031,0,0.0220125786163522,0.0220125786163522,0,0,0,0,0.00314465408805031
"NUGGC",13,8,25,29,5,0,1,4,5,517,2.2994e-05,9.4587e-06,2.047e-06,0.0251450676982592,0.0154738878143133,0.0483558994197292,0.0560928433268859,0.00967117988394584,0,0.00193423597678917,0.00773694390715667,0.00967117988394584
"NUMA1",9,6,50,53,2,1,2,1,4,1142,7.854e-05,2.671e-05,5.7131e-06,0.00788091068301226,0.00525394045534151,0.0437828371278459,0.0464098073555166,0.00175131348511384,0.000875656742556918,0.00175131348511384,0.000875656742556918,0.00350262697022767
"NUMB",5,2,18,20,0,1,0,1,3,311,2.0597e-05,6.9498e-06,1.263e-06,0.0160771704180064,0.00643086816720257,0.0578778135048231,0.0643086816720257,0,0.00321543408360129,0,0.00321543408360129,0.00964630225080386
"NUMBL",2,7,15,16,0,0,1,0,1,267,2.5762e-05,1.1537e-05,1.8614e-06,0.00749063670411985,0.0262172284644195,0.0561797752808989,0.0599250936329588,0,0,0.00374531835205993,0,0.00374531835205993
"NUP107",11,12,48,54,2,0,2,4,4,714,2.5653e-05,8.2253e-06,3.4792e-06,0.015406162464986,0.0168067226890756,0.0672268907563025,0.0756302521008403,0.00280112044817927,0,0.00280112044817927,0.00560224089635854,0.00560224089635854
"NUP133",10,12,43,45,0,0,0,4,7,772,3.0129e-05,1.1156e-05,3.5023e-06,0.0129533678756477,0.0155440414507772,0.055699481865285,0.0582901554404145,0,0,0,0.00518134715025907,0.00906735751295337
"NUP153",5,5,14,14,1,0,0,1,5,767,3.6217e-05,1.3892e-05,3.1071e-06,0.00651890482398957,0.00651890482398957,0.0182529335071708,0.0182529335071708,0.00130378096479791,0,0,0.00130378096479791,0.00651890482398957
"NUP155",4,7,48,48,0,0,0,0,4,965,3.64e-05,1.2894e-05,4.3325e-06,0.00414507772020725,0.0072538860103627,0.049740932642487,0.049740932642487,0,0,0,0,0.00414507772020725
"NUP160",6,8,56,58,1,0,0,2,3,1033,4.0539e-05,1.3473e-05,4.7507e-06,0.00580832526621491,0.00774443368828654,0.0542110358180058,0.0561471442400774,0.000968054211035818,0,0,0.00193610842207164,0.00290416263310745
"NUP188",12,9,59,64,1,1,0,5,5,1133,5.5862e-05,2.0689e-05,4.8266e-06,0.0105913503971756,0.00794351279788173,0.0520741394527802,0.0564872021182701,0.00088261253309797,0.00088261253309797,0,0.00441306266548985,0.00441306266548985
"NUP205",8,8,47,50,3,1,0,0,5,1321,5.785e-05,1.9137e-05,6.1613e-06,0.0060560181680545,0.0060560181680545,0.0355791067373202,0.0378501135503407,0.00227100681302044,0.000757002271006813,0,0,0.00378501135503407
"NUP210",32,26,84,96,5,3,3,10,16,945,7.095e-05,3.609e-05,4.3136e-06,0.0338624338624339,0.0275132275132275,0.0888888888888889,0.101587301587302,0.00529100529100529,0.00317460317460317,0.00317460317460317,0.0105820105820106,0.0169312169312169
"NUP210L",15,5,36,42,3,0,3,1,8,1085,5.1371e-05,1.863e-05,5.2139e-06,0.0138248847926267,0.00460829493087558,0.0331797235023042,0.0387096774193548,0.00276497695852535,0,0.00276497695852535,0.000921658986175115,0.00737327188940092
"NUP214",19,7,53,64,5,1,1,7,7,1042,5.9262e-05,2.705e-05,4.4463e-06,0.0182341650671785,0.00671785028790787,0.0508637236084453,0.0614203454894434,0.00479846449136276,0.000959692898272553,0.000959692898272553,0.00671785028790787,0.00671785028790787
"NUP35",1,7,20,20,0,0,1,0,1,220,8.3501e-06,3.0013e-06,9.1981e-07,0.00454545454545455,0.0318181818181818,0.0909090909090909,0.0909090909090909,0,0,0.00454545454545455,0,0.00454545454545455
"NUP37",3,3,14,16,1,0,0,2,0,232,8.2186e-06,3.2139e-06,1.0199e-06,0.0129310344827586,0.0129310344827586,0.0603448275862069,0.0689655172413793,0.00431034482758621,0,0,0.00862068965517241,0
"NUP43",11,11,26,28,5,0,0,1,7,222,9.1632e-06,3.4171e-06,1.2259e-06,0.0495495495495495,0.0495495495495495,0.117117117117117,0.126126126126126,0.0225225225225225,0,0,0.0045045045045045,0.0315315315315315
"NUP50",4,4,20,21,1,0,0,0,3,238,1.3862e-05,5.9796e-06,7.814e-07,0.0168067226890756,0.0168067226890756,0.0840336134453782,0.0882352941176471,0.00420168067226891,0,0,0,0.0126050420168067
"NUP54",5,4,19,22,3,0,0,0,2,319,1.2327e-05,4.6862e-06,1.5719e-06,0.0156739811912226,0.0125391849529781,0.0595611285266458,0.0689655172413793,0.00940438871473354,0,0,0,0.00626959247648903
"NUP58",1,2,16,16,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NUP62",2,4,8,8,1,0,1,2,3,116,1.9725e-05,1.128e-05,4.2265e-07,0.0172413793103448,0.0344827586206897,0.0689655172413793,0.0689655172413793,0.00862068965517241,0,0.00862068965517241,0.0172413793103448,0.0258620689655172
"NUP62CL",4,3,10,12,2,0,0,2,2,137,4.0916e-06,1.7237e-06,4.3716e-07,0.0291970802919708,0.0218978102189781,0.072992700729927,0.0875912408759124,0.0145985401459854,0,0,0.0145985401459854,0.0145985401459854
"NUP85",11,7,31,34,1,0,1,3,6,455,2.2205e-05,8.6767e-06,2.4233e-06,0.0241758241758242,0.0153846153846154,0.0681318681318681,0.0747252747252747,0.0021978021978022,0,0.0021978021978022,0.00659340659340659,0.0131868131868132
"NUP88",9,13,37,39,2,0,1,3,4,510,2.0769e-05,8.3162e-06,2.228e-06,0.0176470588235294,0.0254901960784314,0.0725490196078431,0.0764705882352941,0.00392156862745098,0,0.00196078431372549,0.00588235294117647,0.00784313725490196
"NUP93",12,8,30,37,3,0,0,6,3,527,2.9829e-05,1.1891e-05,2.8863e-06,0.0227703984819734,0.015180265654649,0.0569259962049336,0.0702087286527514,0.00569259962049336,0,0,0.0113851992409867,0.00569259962049336
"NUP98",3,3,10,11,0,0,0,1,2,1018,5.0929e-05,1.676e-05,4.6251e-06,0.00294695481335953,0.00294695481335953,0.00982318271119843,0.0108055009823183,0,0,0,0.000982318271119843,0.00196463654223969
"NUPL2",4,4,24,26,0,0,1,2,2,223,9.7195e-06,3.5767e-06,7.1757e-07,0.0179372197309417,0.0179372197309417,0.10762331838565,0.116591928251121,0,0,0.00448430493273543,0.00896860986547085,0.00896860986547085
"NUPR1",2,1,4,4,0,0,0,0,2,32,4.0001e-06,1.428e-06,9.6731e-08,0.0625,0.03125,0.125,0.125,0,0,0,0,0.0625
"NUPR2",3,3,5,6,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NUSAP1",15,17,54,57,3,1,0,5,8,286,1.1133e-05,3.9005e-06,9.3056e-07,0.0524475524475524,0.0594405594405594,0.188811188811189,0.199300699300699,0.0104895104895105,0.0034965034965035,0,0.0174825174825175,0.027972027972028
"NUTF2",0,1,3,3,0,0,0,0,0,85,4.0194e-06,2.1327e-06,4.7779e-07,0,0.0117647058823529,0.0352941176470588,0.0352941176470588,0,0,0,0,0
"NUTM1",6,8,25,26,1,0,1,1,4,427,3.2295e-05,1.2256e-05,1.5285e-06,0.0140515222482436,0.0187353629976581,0.0585480093676815,0.0608899297423888,0.00234192037470726,0,0.00234192037470726,0.00234192037470726,0.00936768149882904
"NUTM2A",0,0,1,1,0,0,0,0,0,245,7.2276e-06,4.3047e-06,2.2436e-07,0,0,0.00408163265306122,0.00408163265306122,0,0,0,0,0
"NUTM2E",0,0,1,1,0,0,0,0,0,254,5.0398e-06,2.0439e-06,1.7433e-07,0,0,0.00393700787401575,0.00393700787401575,0,0,0,0,0
"NUTM2F",3,4,7,9,0,0,0,3,1,207,2.1997e-05,1.0496e-05,1.0432e-06,0.0144927536231884,0.0193236714975845,0.0338164251207729,0.0434782608695652,0,0,0,0.0144927536231884,0.00483091787439614
"NUTM2G",5,2,7,9,1,0,1,1,2,198,2.2921e-05,1.0524e-05,1.0756e-06,0.0252525252525253,0.0101010101010101,0.0353535353535354,0.0454545454545455,0.00505050505050505,0,0.00505050505050505,0.00505050505050505,0.0101010101010101
"NVL",24,11,50,60,4,0,5,4,11,587,2.4177e-05,8.3554e-06,3.246e-06,0.040885860306644,0.0187393526405451,0.0851788756388416,0.10221465076661,0.00681431005110733,0,0.00851788756388416,0.00681431005110733,0.0187393526405451
"NWD1",32,21,60,76,12,1,6,12,11,647,5.3507e-05,2.5012e-05,3.2213e-06,0.0494590417310665,0.0324574961360124,0.0927357032457496,0.117465224111283,0.0185471406491499,0.00154559505409583,0.00927357032457496,0.0185471406491499,0.0170015455950541
"NWD2",4,4,16,19,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NXF1",2,3,26,26,1,0,0,0,2,447,2.3338e-05,8.3704e-06,2.4988e-06,0.00447427293064877,0.00671140939597315,0.058165548098434,0.058165548098434,0.00223713646532438,0,0,0,0.00447427293064877
"NXF3",2,5,16,16,0,0,0,1,1,417,1.5387e-05,6.0492e-06,1.6699e-06,0.00479616306954436,0.0119904076738609,0.0383693045563549,0.0383693045563549,0,0,0,0.00239808153477218,0.00239808153477218
"NXF5",3,3,15,16,3,0,0,1,1,288,1.0012e-05,3.9452e-06,1.318e-06,0.0104166666666667,0.0104166666666667,0.0520833333333333,0.0555555555555556,0.0104166666666667,0,0,0.00347222222222222,0.00347222222222222
"NXN",7,4,14,17,3,1,0,1,2,221,1.6168e-05,7.7793e-06,1.2533e-06,0.0316742081447964,0.0180995475113122,0.0633484162895928,0.0769230769230769,0.0135746606334842,0.00452488687782805,0,0.00452488687782805,0.00904977375565611
"NXNL1",3,2,9,10,1,0,1,1,1,44,7.6008e-06,3.4104e-06,1.7304e-07,0.0681818181818182,0.0454545454545455,0.204545454545455,0.227272727272727,0.0227272727272727,0,0.0227272727272727,0.0227272727272727,0.0227272727272727
"NXNL2",3,3,6,6,1,0,0,0,3,43,4.7154e-06,2.3468e-06,1.5694e-07,0.0697674418604651,0.0697674418604651,0.13953488372093,0.13953488372093,0.0232558139534884,0,0,0,0.0697674418604651
"NXPE1",13,5,16,24,5,0,2,2,1,175,1.0813e-05,3.6279e-06,5.0834e-07,0.0742857142857143,0.0285714285714286,0.0914285714285714,0.137142857142857,0.0285714285714286,0,0.0114285714285714,0.0114285714285714,0.00571428571428571
"NXPE2",12,8,20,25,4,0,1,3,6,257,1.2771e-05,4.9029e-06,8.4902e-07,0.046692607003891,0.0311284046692607,0.0778210116731518,0.0972762645914397,0.0155642023346304,0,0.00389105058365759,0.0116731517509728,0.0233463035019455
"NXPE3",3,6,16,17,1,0,0,0,2,243,1.7412e-05,6.2691e-06,1.1204e-06,0.0123456790123457,0.0246913580246914,0.065843621399177,0.0699588477366255,0.00411522633744856,0,0,0,0.00823045267489712
"NXPE4",14,9,29,37,3,0,1,5,5,248,1.362e-05,5.3977e-06,9.957e-07,0.0564516129032258,0.0362903225806452,0.116935483870968,0.149193548387097,0.0120967741935484,0,0.00403225806451613,0.0201612903225806,0.0201612903225806
"NXPH1",0,0,4,4,0,0,0,0,0,125,7.2021e-06,3.0833e-06,5.1775e-07,0,0,0.032,0.032,0,0,0,0,0
"NXPH2",0,0,4,4,0,0,0,0,0,105,7.8807e-06,3.5016e-06,4.3566e-07,0,0,0.0380952380952381,0.0380952380952381,0,0,0,0,0
